FRAME, TEMP, CHAN1, CHAN2, CHAN3, CHAN4, CHAN5, CHAN6, CHAN7, CHAN8, CHAN9, CHAN10, CHAN11, CHAN12, CHAN13, CHAN14, CHAN15, CHAN16, CHAN17, CHAN18, CHAN19, CHAN20, CHAN21, CHAN22, CHAN23, CHAN24, CHAN25, CHAN26, CHAN27, CHAN28, CHAN29, CHAN30, CHAN31, CHAN32
38.000000,39.154926,-0.131480,-1.207124,-1.100679,-0.981686,-0.855359,-0.742317,-0.684445,-0.396007,-0.229534,-0.018616,0.442299,0.367778,0.299790,0.242752,0.215723,0.181626,0.155788,0.120305,0.880861,0.880311,0.882090,0.882138,0.881684,0.879954,0.882112,0.881448,0.880841,0.880764,0.882933,0.882153,0.880118,0.879711
39.000000,39.156860,-0.130667,-1.208067,-1.101254,-0.982286,-0.855838,-0.742589,-0.684348,-0.395519,-0.228820,-0.017923,0.443564,0.369070,0.300748,0.243628,0.216759,0.182710,0.156822,0.121276,0.882187,0.881540,0.883380,0.883493,0.883035,0.881318,0.883509,0.882914,0.882162,0.882241,0.884292,0.883592,0.881517,0.881125
40.000000,39.156971,-0.131564,-1.208682,-1.101727,-0.982613,-0.855927,-0.742389,-0.684756,-0.392862,-0.229091,-0.017599,0.443916,0.369739,0.301409,0.243907,0.217247,0.183160,0.157449,0.121715,0.882670,0.881947,0.883864,0.883775,0.883434,0.881666,0.883711,0.883219,0.882463,0.882427,0.884601,0.883889,0.881755,0.881420
41.000000,39.156223,-0.132340,-1.207233,-1.100426,-0.981535,-0.854772,-0.741881,-0.684299,-0.392586,-0.229433,-0.017560,0.442858,0.368947,0.300686,0.243964,0.216772,0.182704,0.156961,0.120976,0.881924,0.881128,0.882916,0.882780,0.882562,0.880698,0.882894,0.882272,0.881496,0.881496,0.883747,0.882996,0.880806,0.880480
42.000000,39.157326,-0.131283,-1.205323,-1.098601,-0.980081,-0.853286,-0.740301,-0.682658,-0.392683,-0.227847,-0.016788,0.443147,0.369388,0.301124,0.244160,0.217465,0.183408,0.157565,0.121511,0.881452,0.880732,0.882424,0.882392,0.882142,0.880284,0.882680,0.881879,0.881099,0.881256,0.883478,0.882585,0.880414,0.880055
43.000000,39.155857,-0.131523,-1.204710,-1.098060,-0.979219,-0.852398,-0.739063,-0.681846,-0.391787,-0.226688,-0.016202,0.443785,0.370240,0.302101,0.244292,0.218271,0.183933,0.158274,0.122239,0.881061,0.880457,0.882234,0.882099,0.881925,0.879918,0.882428,0.881645,0.880958,0.881000,0.883319,0.882239,0.880220,0.879750
44.000000,39.157551,-0.130788,-1.201482,-1.095228,-0.976515,-0.850016,-0.737439,-0.680316,-0.389973,-0.226508,-0.016478,0.442571,0.369303,0.301146,0.244403,0.217462,0.183380,0.157778,0.121847,0.879922,0.879432,0.881134,0.880992,0.880821,0.878801,0.881198,0.880510,0.879722,0.879773,0.882134,0.881060,0.879064,0.878592
45.000000,39.157555,-0.129999,-1.200057,-1.094125,-0.975745,-0.849800,-0.737558,-0.680329,-0.390976,-0.227270,-0.017335,0.441029,0.367735,0.299670,0.243166,0.216121,0.182307,0.156556,0.120747,0.879341,0.878711,0.880514,0.880369,0.880280,0.878193,0.880625,0.879870,0.879017,0.879145,0.881442,0.880412,0.878336,0.877960
46.000000,39.157848,-0.131833,-1.203186,-1.096845,-0.978047,-0.851776,-0.739371,-0.681995,-0.391667,-0.228235,-0.017453,0.441392,0.367921,0.299819,0.243012,0.216154,0.182252,0.156416,0.120668,0.880396,0.879517,0.881398,0.881342,0.881229,0.879159,0.881617,0.880817,0.879934,0.880147,0.882386,0.881401,0.879291,0.878901
47.000000,39.156998,-0.133561,-1.207060,-1.100226,-0.980912,-0.854136,-0.741137,-0.683896,-0.392474,-0.229109,-0.017727,0.442371,0.368807,0.300646,0.243539,0.216688,0.182611,0.156752,0.120965,0.881671,0.880879,0.882682,0.882809,0.882500,0.880580,0.883141,0.882202,0.881387,0.881602,0.883868,0.882963,0.880764,0.880389
