FRAME, TEMP, CHAN1, CHAN2, CHAN3, CHAN4, CHAN5, CHAN6, CHAN7, CHAN8, CHAN9, CHAN10, CHAN11, CHAN12, CHAN13, CHAN14, CHAN15, CHAN16, CHAN17, CHAN18, CHAN19, CHAN20, CHAN21, CHAN22, CHAN23, CHAN24, CHAN25, CHAN26, CHAN27, CHAN28, CHAN29, CHAN30, CHAN31, CHAN32
17.000000,39.414516,-1.021877,-1.691378,-1.560006,-1.287465,-0.933476,-0.743976,-0.546310,-0.363504,-0.137670,-0.090556,0.547436,0.483191,0.405380,0.316806,0.270560,0.208478,0.153757,0.081703,0.888652,0.888982,0.890288,0.890525,0.889917,0.888722,0.890690,0.890416,0.889001,0.889494,0.891488,0.891302,0.889196,0.888620
18.000000,39.413357,-1.020824,-1.690097,-1.558138,-1.283337,-0.931514,-0.742850,-0.544492,-0.362967,-0.139951,-0.092721,0.545429,0.481339,0.403439,0.315791,0.268876,0.206959,0.152227,0.080341,0.887675,0.887912,0.889352,0.889591,0.889040,0.887722,0.889630,0.889448,0.888047,0.888574,0.890509,0.890296,0.888201,0.887558
19.000000,39.413200,-1.024232,-1.695594,-1.562999,-1.287672,-0.935079,-0.745884,-0.547993,-0.366920,-0.141060,-0.093117,0.546959,0.482702,0.404874,0.315993,0.269917,0.207680,0.152610,0.080805,0.889278,0.889324,0.890701,0.890967,0.890469,0.889079,0.891106,0.890824,0.889377,0.890084,0.892014,0.891627,0.889551,0.888991
20.000000,39.414429,-1.029534,-1.700976,-1.569767,-1.277913,-0.938438,-0.748029,-0.549945,-0.366832,-0.139603,-0.095279,0.548129,0.483850,0.406027,0.316523,0.270516,0.207812,0.152670,0.080221,0.890947,0.890951,0.892235,0.892444,0.892030,0.890594,0.892871,0.892439,0.890905,0.891667,0.893728,0.893216,0.891219,0.890612
21.000000,39.413994,-1.031126,-1.701020,-1.570822,-1.267958,-0.937599,-0.747466,-0.549902,-0.368603,-0.140310,-0.095154,0.548415,0.484166,0.406183,0.317399,0.270897,0.208161,0.153159,0.080707,0.891001,0.891017,0.892391,0.892474,0.892103,0.890623,0.893151,0.892638,0.891263,0.891683,0.893933,0.893441,0.891434,0.890762
22.000000,39.413761,-1.030682,-1.700174,-1.569485,-1.268440,-0.936512,-0.746284,-0.549684,-0.370036,-0.140881,-0.090722,0.549128,0.484770,0.406870,0.317482,0.271930,0.209152,0.154122,0.082577,0.890306,0.890327,0.891749,0.891858,0.891541,0.889956,0.892460,0.891958,0.890730,0.891001,0.893229,0.892796,0.890665,0.890171
23.000000,39.411987,-1.029258,-1.699560,-1.568154,-1.274477,-0.936187,-0.745495,-0.547458,-0.365789,-0.141041,-0.094830,0.547566,0.483232,0.405322,0.316153,0.270218,0.207361,0.152237,0.080175,0.890162,0.890246,0.891679,0.891712,0.891523,0.889864,0.892325,0.891806,0.890559,0.890931,0.892973,0.892589,0.890556,0.890118
24.000000,39.412472,-1.024032,-1.694680,-1.562473,-1.282917,-0.932080,-0.740456,-0.538946,-0.353133,-0.137161,-0.098367,0.547068,0.482702,0.404654,0.316342,0.269568,0.206858,0.151458,0.078488,0.890505,0.890490,0.892049,0.891975,0.891794,0.890174,0.892611,0.892068,0.890688,0.891246,0.893181,0.892886,0.890817,0.890364
25.000000,39.413925,-1.023424,-1.693497,-1.562206,-1.282566,-0.932292,-0.741488,-0.541462,-0.356818,-0.136749,-0.098166,0.547513,0.483206,0.405117,0.316868,0.270230,0.207826,0.152321,0.079294,0.890163,0.890025,0.891656,0.891532,0.891277,0.889638,0.892101,0.891584,0.890153,0.890795,0.892745,0.892401,0.890307,0.889776
26.000000,39.411705,-1.024942,-1.695594,-1.563878,-1.285384,-0.934721,-0.745406,-0.548177,-0.367086,-0.142485,-0.105965,0.547346,0.482910,0.404818,0.316714,0.269857,0.207578,0.151923,0.077980,0.889844,0.889681,0.891240,0.891077,0.890820,0.889193,0.891637,0.891252,0.889700,0.890281,0.892309,0.891968,0.889818,0.889299
27.000000,39.413467,-1.027021,-1.697896,-1.565153,-1.288655,-0.936001,-0.745657,-0.548093,-0.366366,-0.145202,-0.114599,0.548092,0.483497,0.405373,0.316395,0.269919,0.207362,0.151344,0.076345,0.890507,0.890453,0.891844,0.891753,0.891500,0.889978,0.892332,0.892025,0.890326,0.890975,0.893024,0.892700,0.890619,0.890024
28.000000,39.414410,-1.026071,-1.698871,-1.564253,-1.292481,-0.936117,-0.745712,-0.548281,-0.366568,-0.145572,-0.117569,0.549062,0.484543,0.406259,0.316764,0.270653,0.207872,0.151940,0.076709,0.891132,0.891108,0.892439,0.892357,0.892115,0.890655,0.892945,0.892581,0.890955,0.891599,0.893713,0.893299,0.891310,0.890599
29.000000,39.413742,-1.023417,-1.697190,-1.562074,-1.295682,-0.935126,-0.745661,-0.548634,-0.367842,-0.145517,-0.117722,0.548774,0.484322,0.406031,0.316945,0.270649,0.208029,0.152333,0.077318,0.890669,0.890571,0.891967,0.891633,0.891559,0.890006,0.892397,0.891882,0.890341,0.890840,0.893118,0.892725,0.890550,0.889858
30.000000,39.414520,-1.026600,-1.700144,-1.566200,-1.294082,-0.937784,-0.748266,-0.551037,-0.370533,-0.146885,-0.116325,0.547633,0.483078,0.404832,0.315839,0.269249,0.206690,0.151068,0.076278,0.890819,0.890632,0.892273,0.891735,0.891675,0.890102,0.892409,0.891977,0.890433,0.890985,0.893107,0.892855,0.890541,0.889930
31.000000,39.412403,-1.030045,-1.704140,-1.571046,-1.289739,-0.939912,-0.749667,-0.551345,-0.369555,-0.144830,-0.111622,0.547994,0.483428,0.404906,0.316130,0.269249,0.206599,0.150742,0.075991,0.891989,0.891622,0.893453,0.892812,0.892910,0.891225,0.893397,0.893164,0.891623,0.892220,0.894269,0.893916,0.891699,0.891090
32.000000,39.414196,-1.033341,-1.708320,-1.575045,-1.252938,-0.942014,-0.750541,-0.552520,-0.369279,-0.145699,-0.114417,0.549792,0.485069,0.406297,0.317189,0.270404,0.207536,0.151286,0.076065,0.893244,0.892864,0.894713,0.894112,0.894255,0.892442,0.894661,0.894495,0.892928,0.893489,0.895546,0.895125,0.892994,0.892329
33.000000,39.414169,-1.032870,-1.709854,-1.574682,-1.247368,-0.943513,-0.752347,-0.555210,-0.372321,-0.149253,-0.118622,0.550692,0.485895,0.407043,0.317248,0.270902,0.207688,0.151559,0.076005,0.893758,0.893436,0.895150,0.894678,0.894731,0.892962,0.895262,0.894999,0.893289,0.893975,0.895935,0.895560,0.893503,0.892827
34.000000,39.413338,-1.029365,-1.705873,-1.570226,-1.262261,-0.940716,-0.750710,-0.553670,-0.371503,-0.149023,-0.118020,0.550664,0.485810,0.407225,0.317744,0.271166,0.208037,0.152007,0.076303,0.892893,0.892586,0.894211,0.893714,0.893678,0.892102,0.894481,0.894030,0.892359,0.893062,0.895018,0.894674,0.892545,0.891842
35.000000,39.413425,-1.024972,-1.696240,-1.568110,-1.206405,-0.936830,-0.746592,-0.551200,-0.371019,-0.147058,-0.113855,0.549795,0.484923,0.406607,0.317913,0.271007,0.208361,0.152418,0.077506,0.891073,0.890929,0.892550,0.891973,0.891889,0.890311,0.892739,0.892237,0.890721,0.891336,0.893351,0.892867,0.890820,0.889944
36.000000,39.414154,-1.023517,-1.690248,-1.568259,-1.172751,-0.935839,-0.745414,-0.550434,-0.371168,-0.145689,-0.111139,0.548246,0.483620,0.405412,0.317444,0.270070,0.207903,0.152235,0.078006,0.890162,0.889972,0.891799,0.891212,0.891179,0.889512,0.891835,0.891410,0.890002,0.890464,0.892539,0.892082,0.889966,0.889086
37.000000,39.414764,-1.026779,-1.695029,-1.569693,-1.173630,-0.937554,-0.747561,-0.551552,-0.372194,-0.146496,-0.107673,0.548250,0.483764,0.405604,0.317433,0.270351,0.208244,0.152475,0.078843,0.890373,0.890143,0.892077,0.891529,0.891440,0.889876,0.891962,0.891676,0.890308,0.890630,0.892893,0.892342,0.890240,0.889466
38.000000,39.414043,-1.033355,-1.702640,-1.578047,-1.148442,-0.940375,-0.750192,-0.553946,-0.374857,-0.146518,-0.100449,0.549048,0.484554,0.406357,0.317669,0.270952,0.208708,0.152965,0.080017,0.890944,0.890634,0.892584,0.892177,0.891985,0.890475,0.892483,0.892351,0.890872,0.891194,0.893391,0.892772,0.890763,0.890042
39.000000,39.414181,-1.036317,-1.706455,-1.582521,-1.151039,-0.942884,-0.752069,-0.556957,-0.378108,-0.148882,-0.100402,0.549172,0.484571,0.406186,0.317459,0.270256,0.207988,0.152203,0.078996,0.892125,0.891756,0.893536,0.893347,0.893177,0.891515,0.893565,0.893512,0.891991,0.892377,0.894451,0.893924,0.891812,0.891144
40.000000,39.414764,-1.033976,-1.708581,-1.578010,-1.176269,-0.942739,-0.751507,-0.557591,-0.379327,-0.149199,-0.102624,0.550496,0.485909,0.407369,0.318096,0.271318,0.208933,0.153098,0.079872,0.893142,0.892798,0.894459,0.894262,0.894255,0.892302,0.894515,0.894358,0.892965,0.893313,0.895538,0.894920,0.892846,0.892128
41.000000,39.414478,-1.032089,-1.705879,-1.575247,-1.180825,-0.940358,-0.749476,-0.554795,-0.376055,-0.147715,-0.105895,0.550344,0.485936,0.407621,0.318616,0.271778,0.209158,0.153632,0.080065,0.892827,0.892576,0.894260,0.894067,0.894012,0.892046,0.894284,0.894027,0.892650,0.893142,0.895331,0.894730,0.892601,0.891865
42.000000,39.414375,-1.027043,-1.696277,-1.570465,-1.165988,-0.936314,-0.745194,-0.549868,-0.369708,-0.144930,-0.109271,0.549615,0.485334,0.407306,0.318247,0.271907,0.209115,0.153655,0.079478,0.891332,0.891235,0.892835,0.892674,0.892554,0.890705,0.892775,0.892601,0.891185,0.891821,0.893866,0.893385,0.891052,0.890491
43.000000,39.413605,-1.022223,-1.691126,-1.564308,-1.170656,-0.933842,-0.742910,-0.546773,-0.366071,-0.144872,-0.116752,0.548174,0.483800,0.405792,0.317098,0.270764,0.207944,0.152259,0.077256,0.890341,0.890178,0.891797,0.891551,0.891480,0.889691,0.891774,0.891595,0.890160,0.890746,0.892841,0.892368,0.889984,0.889596
44.000000,39.414989,-1.023217,-1.692163,-1.565948,-1.181488,-0.935511,-0.745067,-0.548766,-0.368083,-0.147026,-0.121010,0.547270,0.482758,0.404619,0.316579,0.269585,0.206821,0.151060,0.075711,0.891135,0.890885,0.892563,0.892235,0.892049,0.890397,0.892553,0.892358,0.891016,0.891421,0.893493,0.893127,0.890881,0.890359
45.000000,39.414890,-1.027385,-1.697683,-1.571490,-1.187427,-0.938495,-0.747830,-0.551691,-0.372345,-0.146830,-0.116550,0.549425,0.484793,0.406499,0.317535,0.271283,0.208560,0.152603,0.077846,0.892654,0.892622,0.894084,0.893907,0.893588,0.892049,0.894192,0.893988,0.892751,0.892979,0.895041,0.894755,0.892696,0.891945
46.000000,39.416172,-1.030128,-1.703123,-1.572812,-1.240669,-0.940422,-0.749761,-0.552993,-0.373891,-0.147571,-0.111031,0.549955,0.485214,0.406903,0.317278,0.271274,0.208410,0.152745,0.078365,0.893537,0.893355,0.894836,0.894752,0.894518,0.892964,0.895034,0.894745,0.893569,0.893837,0.895984,0.895597,0.893444,0.892727
47.000000,39.415413,-1.028942,-1.702899,-1.570349,-1.284897,-0.938641,-0.747660,-0.548361,-0.365875,-0.142115,-0.104438,0.549493,0.484824,0.406446,0.317407,0.270757,0.207950,0.152363,0.078305,0.893587,0.893203,0.894882,0.894657,0.894506,0.892971,0.894888,0.894679,0.893600,0.893893,0.896009,0.895653,0.893410,0.892643
48.000000,39.416271,-1.026974,-1.699644,-1.567203,-1.285497,-0.935685,-0.743994,-0.542637,-0.357653,-0.136397,-0.099191,0.549327,0.484672,0.406392,0.317765,0.270864,0.208433,0.152547,0.078861,0.892836,0.892560,0.894267,0.893958,0.893816,0.892304,0.894217,0.893996,0.892966,0.893162,0.895250,0.895024,0.892698,0.891928
49.000000,39.416931,-1.028546,-1.699758,-1.567508,-1.281103,-0.935602,-0.744399,-0.544421,-0.361317,-0.139524,-0.101529,0.549143,0.484657,0.406366,0.317648,0.270733,0.208584,0.152721,0.079129,0.892174,0.892083,0.893661,0.893398,0.893198,0.891680,0.893694,0.893391,0.892218,0.892450,0.894657,0.894420,0.892067,0.891372
50.000000,39.415829,-1.029962,-1.702331,-1.569655,-1.281201,-0.937689,-0.747164,-0.548344,-0.366968,-0.143124,-0.108085,0.549650,0.485055,0.406891,0.317769,0.271042,0.208896,0.152885,0.079087,0.891755,0.891709,0.893268,0.892992,0.892782,0.891127,0.893317,0.893087,0.891877,0.892070,0.894461,0.894105,0.891813,0.891056
51.000000,39.416809,-1.029222,-1.701811,-1.568621,-1.282376,-0.937039,-0.746594,-0.547427,-0.365471,-0.143113,-0.112259,0.549409,0.484717,0.406556,0.317984,0.270741,0.208499,0.152413,0.078099,0.891543,0.891407,0.893042,0.892743,0.892503,0.890767,0.893044,0.892798,0.891687,0.891728,0.894146,0.893847,0.891470,0.890770
52.000000,39.417210,-1.026062,-1.697772,-1.563612,-1.283665,-0.933734,-0.744390,-0.545746,-0.364148,-0.141856,-0.112988,0.548652,0.484180,0.405992,0.318125,0.270510,0.208381,0.152241,0.077451,0.890851,0.890840,0.892313,0.892177,0.891757,0.890087,0.892316,0.892016,0.890928,0.890912,0.893316,0.892954,0.890769,0.890045
53.000000,39.416718,-1.022994,-1.695667,-1.560290,-1.292621,-0.933534,-0.744147,-0.545597,-0.363318,-0.145213,-0.118065,0.547733,0.483266,0.405168,0.316796,0.269823,0.207544,0.151193,0.076029,0.890459,0.890596,0.891834,0.891740,0.891232,0.889636,0.891851,0.891660,0.890476,0.890519,0.892918,0.892308,0.890411,0.889648
54.000000,39.417686,-1.022390,-1.695278,-1.559879,-1.292248,-0.933068,-0.743389,-0.545050,-0.362910,-0.145371,-0.118632,0.548425,0.484102,0.406055,0.317161,0.270700,0.208096,0.151810,0.076730,0.890802,0.890916,0.892111,0.891971,0.891555,0.890034,0.892176,0.892007,0.890716,0.890913,0.893182,0.892614,0.890640,0.889998
55.000000,39.417957,-1.020766,-1.691825,-1.558432,-1.285239,-0.931183,-0.742268,-0.544562,-0.364578,-0.141082,-0.110531,0.548462,0.484411,0.406443,0.317626,0.271366,0.208954,0.153072,0.078940,0.890066,0.890102,0.891271,0.891244,0.890878,0.889347,0.891492,0.891168,0.889847,0.890157,0.892382,0.891930,0.889781,0.889203
