0,-0.03860307,0.03177221,0.0237387,-0.0282619,0,0.0301069,-0.02521807,-0.00509765,0.01436043,-0.02547652,0,0.02354645,-0.02379403,-0.005209908,-0.005032003,-0.02076197,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
1,-0.01654369,-0.00529537,-0.02373868,0.004710793,-0.01028883,-0.005017877,0,0.005097657,-0.01436049,0.01019862,-0.009943485,-0.01412787,0.02855551,-0.01041983,-0.01509601,0.02592501,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
2,0.04963452,-0.02647685,0.009495482,0.03297496,-0.02572209,0.01003563,0.0403489,-0.03058591,0.004786789,0.03059585,-0.01491523,-0.01412787,0.01903701,-0.0260496,0,0.005184233,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
3,0.01103055,-0.02118148,-0.009495467,0.009421468,0.005144417,-0.01003563,-0.01008725,-0.02548826,-0.009573638,-0.01528624,0.01491523,-0.01412787,-0.0142765,0.02084354,-0.005032003,-0.01037136,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
4,0.01654541,0.02647685,-0.01424322,0.009421468,0.03086653,-0.02007127,-0.01513085,0.02548826,-0.009573638,-0.00509597,0.04971737,-0.03296338,-0.004759252,0.03126556,-0.02516001,-9.536743E-07,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
5,0.005515695,0,-0.01424322,-0.02355349,-0.01543325,-0.01003563,-0.02017447,0.005097657,-0.004786849,-0.01019111,-0.01491523,0.004709288,-0.009517759,-0.01562975,0.005032599,0.01036942,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
6,-0.01654369,0.02118148,0.0237387,-0.0282619,0.01028883,0.04014254,-0.02521807,0.02548826,0.02872092,-0.03057166,0,0.03767432,-0.01903528,0,0.03524572,0.005184233,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
7,-0.05515456,0.01059074,0.009495482,-0.0282619,-0.01028883,0.01003563,-0.02521807,-0.00509765,-0.004786849,-0.02547652,0.004971743,0.004709288,-0.0142765,-0.01041983,-0.01509601,-9.536743E-07,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
8,8.940697E-07,-0.01059074,0,0.009421468,-0.02057767,0.005017757,0.02017444,-0.00509765,-0.009573638,0.02039723,-0.01491523,0,0.02379626,-0.02083968,0.005032599,0.0414806,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
9,0.02206028,-0.0423547,0.004747748,0.01413214,-0.02572209,0.01003563,0,-0.03568356,-0.01436049,0.01529792,-0.009943485,-0.004709288,-0.004759252,-0.01562975,-0.01509601,-9.536743E-07,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
10,0.005515695,-0.01588611,-0.01424322,-0.0188427,0.005144417,0.005017757,-0.01513085,0.02039061,0,-0.01528624,0.03480214,0.004709288,0,0.03126556,-0.01509601,-9.536743E-07,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
11,0.04411966,0.02118148,-0.02848642,0.004710793,0.04629979,-0.0301069,0,0.03568357,-0.02393413,-0.00509597,0.01988691,-0.0423813,-0.0142765,0.02084354,-0.03522402,-0.00518617,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
12,0.005515695,-0.00529537,-0.004747733,-0.004710674,-0.01543325,-0.005017877,-0.03530532,-0.0101953,0.009573638,-0.01019111,-0.01988697,0.01412787,-0.01903528,0,0.02013916,-9.536743E-07,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
13,-0.03308821,0.01588611,0.04272965,-0.0282619,0.02057767,0.04014254,-0.02521807,0.01529296,0.0430814,-0.04076193,0.004971743,0.02825574,-0.02379403,-0.005209908,0.02517468,-0.01556665,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
14,-0.02757335,-0.00529537,-0.01424322,-0.0188427,0,0.005017757,-0.01513085,-0.00509765,-0.02393413,-0.02547652,0,-0.004709288,9.834766E-07,0,-0.01006401,-0.00518617,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
15,0.01654541,-0.00529537,0.01899095,0.02355361,-0.02572209,0.01003563,0.02017444,-0.01529296,-0.009573638,0.04079446,-0.004971743,0.004709288,0.0285565,-0.03125952,0,0.06222138,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
16,0.03308994,-0.02118148,-0.02373868,0.004710793,-0.03086042,0,-0.005043626,-0.0101953,-0.009573638,-0.00509597,-0.004971743,0,-0.0142765,0.005210519,-0.01006401,-0.0103704,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
17,0.02206028,-0.00529537,-0.004747733,-0.004710674,0.01028883,-0.01003563,-0.005043626,0.03058591,-0.004786849,0.005099308,0.03480214,-0.01412787,-0.0142765,0.03647657,-0.005032003,-0.0103704,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
18,0.0386048,0.02118148,-0.03322987,0,0.01028883,-0.02508914,0,-0.00509765,-0.01436049,-0.01019111,0.009943485,-0.01412787,-0.004758269,0.005210519,-0.01006401,0.01555559,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
19,0.01103055,-0.00529537,0.009495482,-0.0188427,-0.01028883,0.02508914,0,0,0.01914728,-0.00509597,-0.004971743,0.02354645,-0.009517759,0,0.02517468,-0.005185217,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
20,-0.03308821,0.02118148,0.03798191,-0.02355349,0,0.04014254,-0.0302617,0.01529296,0.02393407,-0.05095221,0.004971743,0.01883716,-0.02379403,-0.01041983,0.01006812,-0.01556665,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
21,-0.01654369,-0.00529537,-0.009495467,-0.004710674,0,0.005017757,0.01008722,-0.00509765,-0.02871555,0.01019862,0.004971743,-0.009418577,0.0285565,-0.01041983,-0.01006401,0.02592596,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
22,0.04411966,-0.01588611,0,0.02826428,-0.02057767,0.01505351,0.03026167,-0.02548826,-0.004786849,0.04079446,-0.02486652,-0.01883647,0.03331575,-0.03125952,-0.02012801,0.03111115,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
